Policy Number,Year,IDV,City,State,Claim,Cubic Capacity,Mfr-Model,Premium
5533390,2005,412134,GURGAON,HARYANA,26330,2200,Tata Safari,11441
3498922,2009,671734,GURGAON,HARYANA,148001,2200,Tata Safari,18975
4674178,2011,976811,GURGAON,HARYANA,221130,2200,Tata Safari,27523
4166430,2011,936787,GURGAON,HARYANA,225775,2200,Tata Safari,24424
5193728,2005,364491,GURGAON,HARYANA,109800,2200,Tata Safari,10331
3691291,2010,825305,GURGAON,HARYANA,328583,2200,Tata Safari,22318
3637756,2011,832069,GURGAON,HARYANA,62653,2200,Tata Safari,23545
3529101,2011,831124,GURGAON,HARYANA,152822,2200,Tata Safari,23659
4592367,2010,768515,GURGAON,HARYANA,40582,2200,Tata Safari,21565
5074607,2007,508298,GURGAON,HARYANA,188134,2200,Tata Safari,13340
3662671,2007,510717,GURGAON,HARYANA,193565,2200,Tata Safari,14798
4154329,2010,867788,GURGAON,HARYANA,244767,2200,Tata Safari,25469
5205041,2009,655550,GURGAON,HARYANA,83752,2200,Tata Safari,18799
5144439,2011,803295,GURGAON,HARYANA,208187,2200,Tata Safari,21672
4503143,2005,408547,GURGAON,HARYANA,14307,2200,Tata Safari,10604
5089441,2011,940181,GURGAON,HARYANA,50534,2200,Tata Safari,27967
3630478,2008,550377,GURGAON,HARYANA,42744,2200,Tata Safari,14945
4102425,2010,727339,GURGAON,HARYANA,346965,2200,Tata Safari,18781
4134171,2010,693180,GURGAON,HARYANA,228086,2200,Tata Safari,19658
4614958,2006,445261,GURGAON,HARYANA,103599,2200,Tata Safari,12716
3771705,2010,774542,GURGAON,HARYANA,268551,2200,Tata Safari,20850
5176985,2008,539361,GURGAON,HARYANA,22783,2200,Tata Safari,14404
5426947,2009,692216,GURGAON,HARYANA,116763,2200,Tata Safari,18167
3914890,2010,671801,GURGAON,HARYANA,131193,2200,Tata Safari,19244
3849725,2009,642663,GURGAON,HARYANA,102796,2200,Tata Safari,16791
5377174,2009,654531,GURGAON,HARYANA,107798,2200,Tata Safari,18854
4163090,2007,444984,GURGAON,HARYANA,22227,2200,Tata Safari,11987
4563964,2011,803583,GURGAON,HARYANA,182550,2200,Tata Safari,23958
3535824,2005,342871,GURGAON,HARYANA,95766,2200,Tata Safari,9109
5294020,2009,649845,GURGAON,HARYANA,110679,2200,Tata Safari,18615
5337045,2006,425129,GURGAON,HARYANA,221494,2200,Tata Safari,11940
4679105,2008,569790,GURGAON,HARYANA,114296,2200,Tata Safari,16778
5356439,2009,590009,GURGAON,HARYANA,84471,2200,Tata Safari,16036
5232202,2008,503942,GURGAON,HARYANA,120815,2200,Tata Safari,14103
4708721,2009,631456,GURGAON,HARYANA,66888,2200,Tata Safari,18112
5383919,2011,810776,GURGAON,HARYANA,115998,2200,Tata Safari,24319
5181716,2009,621139,GURGAON,HARYANA,235568,2200,Tata Safari,16056
3334139,2007,452730,GURGAON,HARYANA,85219,2200,Tata Safari,11645
3747734,2011,983565,GURGAON,HARYANA,507658,2200,Tata Safari,27813
5134970,2011,942778,GURGAON,HARYANA,229214,2200,Tata Safari,25170
3665080,2009,759605,GURGAON,HARYANA,331993,2200,Tata Safari,19915
5493301,2007,533094,Guwahati,Assam,24430,2200,Tata Safari,14370
5494922,2010,814561,Guwahati,Assam,13401,2200,Tata Safari,21310
4391595,2007,492527,Guwahati,Assam,81300,2200,Tata Safari,14068
3305869,2010,664704,Guwahati,Assam,153649,2200,Tata Safari,19422
4826189,2011,939946,Guwahati,Assam,129952,2200,Tata Safari,27153
4070334,2011,813878,Guwahati,Assam,257362,2200,Tata Safari,22698
4055513,2011,904598,Guwahati,Assam,135432,2200,Tata Safari,24245
3567720,2011,886351,Guwahati,Assam,257136,2200,Tata Safari,24135
5021701,2011,830406,Guwahati,Assam,107956,2200,Tata Safari,24193
5155509,2006,372639,Guwahati,Assam,110104,2200,Tata Safari,10848
4408639,2011,741237,Guwahati,Assam,176608,2200,Tata Safari,21148
3780658,2006,410162,Guwahati,Assam,109517,2200,Tata Safari,10935
3596976,2007,527346,INDORE,MADHYAPRADESH,110296,2200,Tata Safari,13910
4253572,2008,509879,INDORE,MADHYAPRADESH,67961,2200,Tata Safari,13531
4578439,2008,631476,INDORE,MADHYAPRADESH,91016,2200,Tata Safari,17737
3456888,2006,394228,INDORE,MADHYAPRADESH,20306,2200,Tata Safari,10187
5118741,2011,859344,INDORE,MADHYAPRADESH,176722,2200,Tata Safari,24682
5389087,2006,358808,INDORE,MADHYAPRADESH,22050,2200,Tata Safari,9826
4717128,2010,688009,INDORE,MADHYAPRADESH,43510,2200,Tata Safari,18475
3436268,2007,481345,INDORE,MADHYAPRADESH,35409,2200,Tata Safari,13786
3902037,2008,634187,INDORE,MADHYAPRADESH,103106,2200,Tata Safari,18171
4967669,2006,434952,INDORE,MADHYAPRADESH,39801,2200,Tata Safari,12907
3849018,2007,523996,INDORE,MADHYAPRADESH,9937,2200,Tata Safari,15098
4190174,2009,727411,INDORE,MADHYAPRADESH,209881,2200,Tata Safari,20790
4341317,2010,697135,INDORE,MADHYAPRADESH,152459,2200,Tata Safari,19813
3721945,2007,427896,INDORE,MADHYAPRADESH,68483,2200,Tata Safari,12100
4995160,2005,351411,JALANDHAR,PUNJAB,8641,2200,Tata Safari,10051
3640858,2011,961273,JALANDHAR,PUNJAB,173405,2200,Tata Safari,26685
3488576,2008,541680,JALANDHAR,PUNJAB,110831,2200,Tata Safari,15959
3916067,2011,905852,JALANDHAR,PUNJAB,101155,2200,Tata Safari,24299
5010885,2005,351973,JALANDHAR,PUNJAB,52076,2200,Tata Safari,9844
4001022,2010,837572,JALANDHAR,PUNJAB,190832,2200,Tata Safari,24037
4106757,2008,556320,JALANDHAR,PUNJAB,83765,2200,Tata Safari,16485
3312763,2005,351820,JALANDHAR,PUNJAB,45253,2200,Tata Safari,9075
5080994,2011,817356,KOLHAPUR,Maharashtra,32134,2200,Tata Safari,22877
5515036,2005,346274,KOLHAPUR,Maharashtra,85275,2200,Tata Safari,9831
3552429,2009,605959,KOLHAPUR,Maharashtra,82844,2200,Tata Safari,17461
5200033,2008,576820,KOLHAPUR,Maharashtra,43717,2200,Tata Safari,16156
4865018,2008,608347,KOLKATTA,WEST BENGAL,147626,2200,Tata Safari,16089
4116055,2010,840572,KOLKATTA,WEST BENGAL,44013,2200,Tata Safari,23884
3500665,2005,396892,KOLKATTA,WEST BENGAL,49650,2200,Tata Safari,11518
3725535,2011,902609,KOLKATTA,WEST BENGAL,113065,2200,Tata Safari,24396
5149041,2010,837976,KOLKATTA,WEST BENGAL,98342,2200,Tata Safari,21758
4232983,2007,461833,KOLKATTA,WEST BENGAL,99866,2200,Tata Safari,11830
3958433,2011,766117,KOLKATTA,WEST BENGAL,80038,2200,Tata Safari,20519
4582266,2007,417195,KOLKATTA,WEST BENGAL,112383,2200,Tata Safari,10818
4596959,2008,605711,KOLKATTA,WEST BENGAL,54897,2200,Tata Safari,15541
3664945,2010,713758,KOLKATTA,WEST BENGAL,128203,2200,Tata Safari,20550
3924453,2005,429442,KOLKATTA,WEST BENGAL,6879,2200,Tata Safari,11195
4797138,2010,678243,KOLKATTA,WEST BENGAL,47504,2200,Tata Safari,20252
5086545,2010,714509,KOLKATTA,WEST BENGAL,94245,2200,Tata Safari,18379
4030570,2011,917830,KOLKATTA,WEST BENGAL,177883,2200,Tata Safari,24824
3610235,2007,492873,KOLKATTA,WEST BENGAL,54007,2200,Tata Safari,14547
3323906,2011,945743,KOLKATTA,WEST BENGAL,167157,2200,Tata Safari,28105
5034361,2010,734795,KOLKATTA,WEST BENGAL,169659,2200,Tata Safari,19338
4542439,2010,801311,KOLKATTA,WEST BENGAL,192889,2200,Tata Safari,22783
3576710,2007,483858,KOLKATTA,WEST BENGAL,75833,2200,Tata Safari,13826
3363112,2011,806362,KOLKATTA,WEST BENGAL,174892,2200,Tata Safari,23742
4521455,2006,364944,KOLKATTA,WEST BENGAL,54569,2200,Tata Safari,9550
4511634,2009,622554,KOLKATTA,WEST BENGAL,9551,2200,Tata Safari,17757
4821353,2011,891543,KOLKATTA,WEST BENGAL,151342,2200,Tata Safari,23597
5160087,2010,839856,KOLKATTA,WEST BENGAL,66612,2200,Tata Safari,25041
4183390,2006,440535,KOLKATTA,WEST BENGAL,91109,2200,Tata Safari,12044
4688150,2009,690233,KOLKATTA,WEST BENGAL,186615,2200,Tata Safari,19201
5273957,2010,840949,KOLKATTA,WEST BENGAL,69706,2200,Tata Safari,23126
4098550,2010,728178,KOLKATTA,WEST BENGAL,167165,2200,Tata Safari,20198
5552303,2011,918770,KOLKATTA,WEST BENGAL,128097,2200,Tata Safari,24882
4804114,2010,715332,KOLKATTA,WEST BENGAL,90854,2200,Tata Safari,20562
3831892,2010,660448,KOLKATTA,WEST BENGAL,77201,2200,Tata Safari,18377
3702546,2011,866517,KOLKATTA,WEST BENGAL,56801,2200,Tata Safari,23324
4183709,2011,926973,KOLKATTA,WEST BENGAL,301122,2200,Tata Safari,25844
3236749,2011,775851,KOLKATTA,WEST BENGAL,157456,2200,Tata Safari,22466
4089281,2011,955606,KOLKATTA,WEST BENGAL,215316,2200,Tata Safari,27779
3321667,2008,538531,KOLKATTA,WEST BENGAL,205073,2200,Tata Safari,15961
3646186,2010,836052,KOLKATTA,WEST BENGAL,33586,2200,Tata Safari,23016
4726895,2011,755925,KOLKATTA,WEST BENGAL,219625,2200,Tata Safari,21455
4128787,2010,761663,KOLKATTA,WEST BENGAL,160602,2200,Tata Safari,20992
5427056,2010,747142,KOLKATTA,WEST BENGAL,14447,2200,Tata Safari,20894
3652022,2009,675870,KOLKATTA,WEST BENGAL,148000,2200,Tata Safari,19427
5257819,2010,836650,KOLKATTA,WEST BENGAL,74336,2200,Tata Safari,24897
5230073,2010,710498,KOLKATTA,WEST BENGAL,85381,2200,Tata Safari,19750
4495148,2011,905762,KOLKATTA,WEST BENGAL,83108,2200,Tata Safari,23558
3334769,2009,733985,KOLKATTA,WEST BENGAL,184607,2200,Tata Safari,19679
4295477,2008,609504,KOLKATTA,WEST BENGAL,53001,2200,Tata Safari,16033
4465708,2011,821923,KOLKATTA,WEST BENGAL,26487,2200,Tata Safari,21441
5473923,2010,725645,KOLKATTA,WEST BENGAL,52849,2200,Tata Safari,21139
4649017,2010,813465,KOLKATTA,WEST BENGAL,85939,2200,Tata Safari,21816
5179241,2008,538634,KOLKATTA,WEST BENGAL,151939,2200,Tata Safari,14704
4827476,2009,657514,KOLKATTA,WEST BENGAL,108226,2200,Tata Safari,17367
5040035,2011,859981,KOLKATTA,WEST BENGAL,160824,2200,Tata Safari,22281
3632503,2010,744264,KOLKATTA,WEST BENGAL,102786,2200,Tata Safari,20300
4644804,2011,863561,KOLKATTA,WEST BENGAL,103668,2200,Tata Safari,22162
4653381,2007,485459,KOLKATTA,WEST BENGAL,56426,2200,Tata Safari,13586
5551481,2009,752349,KOLKATTA,WEST BENGAL,59394,2200,Tata Safari,20090
3437382,2009,622821,LUDHIANA,PUNJAB,208584,2200,Tata Safari,16761
3362687,2011,809776,LUDHIANA,PUNJAB,34114,2200,Tata Safari,23408
4919047,2011,898806,LUDHIANA,PUNJAB,148407,2200,Tata Safari,24732
3883888,2006,407268,LUDHIANA,PUNJAB,12603,2200,Tata Safari,10679
3281254,2011,913574,LUDHIANA,PUNJAB,148457,2200,Tata Safari,24411
4369134,2010,765731,LUDHIANA,PUNJAB,136132,2200,Tata Safari,22568
3528079,2011,812207,LUDHIANA,PUNJAB,230970,2200,Tata Safari,23350
3306998,2008,555563,LUDHIANA,PUNJAB,103059,2200,Tata Safari,15375
5523256,2010,724910,LUDHIANA,PUNJAB,86519,2200,Tata Safari,19866
4441540,2007,443433,LUDHIANA,PUNJAB,96335,2200,Tata Safari,11413
3442020,2010,712421,LUDHIANA,PUNJAB,239016,2200,Tata Safari,19037
3494425,2010,734256,LUDHIANA,PUNJAB,45173,2200,Tata Safari,21828
5200048,2006,412992,LUDHIANA,PUNJAB,42619,2200,Tata Safari,11499
4405478,2010,769344,LUDHIANA,PUNJAB,107525,2200,Tata Safari,20067
4871521,2008,499070,LUDHIANA,PUNJAB,147860,2200,Tata Safari,13432
5344039,2011,847905,LUDHIANA,PUNJAB,352522,2200,Tata Safari,24698
4981498,2007,447063,LUDHIANA,PUNJAB,137321,2200,Tata Safari,12067
3627607,2009,598695,LUDHIANA,PUNJAB,150282,2200,Tata Safari,17830
3992256,2009,614395,LUDHIANA,PUNJAB,82754,2200,Tata Safari,17334
3988645,2007,495444,LUDHIANA,PUNJAB,161004,2200,Tata Safari,14786
4677665,2008,604012,LUDHIANA,PUNJAB,48002,2200,Tata Safari,16431
3375112,2010,682225,LUDHIANA,PUNJAB,167438,2200,Tata Safari,20179
4037714,2010,868218,LUDHIANA,PUNJAB,230619,2200,Tata Safari,23699
5204896,2010,791152,MATHURA,UTTAR PRADESH,173348,2200,Tata Safari,22727
3471238,2011,839730,MATHURA,UTTAR PRADESH,182399,2200,Tata Safari,24229
4602132,2011,878945,MATHURA,UTTAR PRADESH,254634,2200,Tata Safari,24470
4787447,2010,846937,MATHURA,UTTAR PRADESH,106953,2200,Tata Safari,22882
4197848,2011,950409,MATHURA,UTTAR PRADESH,162728,2200,Tata Safari,27885
4708654,2008,626187,MATHURA,UTTAR PRADESH,21944,2200,Tata Safari,17269
3869119,2010,783605,MATHURA,UTTAR PRADESH,129915,2200,Tata Safari,20293
3376709,2008,627117,MATHURA,UTTAR PRADESH,48143,2200,Tata Safari,17147
4831845,2009,633207,MATHURA,UTTAR PRADESH,66345,2200,Tata Safari,17576
4295298,2010,710998,MATHURA,UTTAR PRADESH,203393,2200,Tata Safari,18872
5253517,2009,684383,MATHURA,UTTAR PRADESH,56644,2200,Tata Safari,17796
3555289,2011,821207,NEWDELHI,NCR,172142,2200,Tata Safari,22877
4499479,2008,524842,NEWDELHI,NCR,132550,2200,Tata Safari,13484
3857486,2011,859809,NEWDELHI,NCR,47469,2200,Tata Safari,23133
4476447,2011,969308,NEWDELHI,NCR,188267,2200,Tata Safari,25488
4908895,2011,923627,NEWDELHI,NCR,143953,2200,Tata Safari,24786
3847243,2011,804598,NEWDELHI,NCR,74404,2200,Tata Safari,23765
3282410,2006,452472,NEWDELHI,NCR,61119,2200,Tata Safari,12967
3762451,2006,445694,NEWDELHI,NCR,13863,2200,Tata Safari,12269
3609568,2006,444466,NEWDELHI,NCR,52698,2200,Tata Safari,12345
3403892,2011,871281,NEWDELHI,NCR,117495,2200,Tata Safari,25122
5177892,2009,666813,NEWDELHI,NCR,95710,2200,Tata Safari,18663
3390795,2007,511454,NEWDELHI,NCR,31766,2200,Tata Safari,13662
3768554,2010,765536,NEWDELHI,NCR,261500,2200,Tata Safari,20152
5248902,2010,854592,NEWDELHI,NCR,32998,2200,Tata Safari,23345
3946057,2010,758653,NEWDELHI,NCR,26913,2200,Tata Safari,21488
4154880,2009,700630,NEWDELHI,NCR,152488,2200,Tata Safari,20034
3454643,2011,745554,NEWDELHI,NCR,255720,2200,Tata Safari,20642
3664420,2009,609143,NEWDELHI,NCR,19323,2200,Tata Safari,17957
4373369,2011,932028,NEWDELHI,NCR,288895,2200,Tata Safari,27960
3531704,2006,401858,NEWDELHI,NCR,91946,2200,Tata Safari,12022
3366856,2007,487930,NEWDELHI,NCR,129970,2200,Tata Safari,12787
3933231,2010,764005,NEWDELHI,NCR,82748,2200,Tata Safari,21137
4944088,2009,594616,NEWDELHI,NCR,140266,2200,Tata Safari,17243
5471061,2010,677161,NEWDELHI,NCR,94281,2200,Tata Safari,19833
3362675,2010,840824,NEWDELHI,NCR,234158,2200,Tata Safari,24188
4506423,2006,374239,NEWDELHI,NCR,113824,2200,Tata Safari,10072
5274655,2009,718870,NEWDELHI,NCR,125028,2200,Tata Safari,20692
3764693,2009,713781,NEWDELHI,NCR,69886,2200,Tata Safari,18645
5371548,2010,799935,NEWDELHI,NCR,166245,2200,Tata Safari,21106
4293398,2009,679984,NEWDELHI,NCR,90703,2200,Tata Safari,17518
3980157,2011,865579,NEWDELHI,NCR,35633,2200,Tata Safari,25108
4826034,2007,453208,NEWDELHI,NCR,32326,2200,Tata Safari,11846
4529730,2010,832653,NEWDELHI,NCR,57489,2200,Tata Safari,21732
3423569,2007,443318,NEWDELHI,NCR,83384,2200,Tata Safari,11898
3260180,2011,856843,NEWDELHI,NCR,353616,2200,Tata Safari,23536
5350475,2009,664064,NEWDELHI,NCR,27866,2200,Tata Safari,19481
4779417,2007,449948,NEWDELHI,NCR,49067,2200,Tata Safari,12192
4468416,2006,409824,NEWDELHI,NCR,94583,2200,Tata Safari,11938
5075627,2008,505275,NEWDELHI,NCR,154179,2200,Tata Safari,14088
3328612,2011,817870,NEWDELHI,NCR,92036,2200,Tata Safari,22145
4395083,2010,788727,NEWDELHI,NCR,34633,2200,Tata Safari,21566
4204600,2007,459626,NEWDELHI,NCR,120715,2200,Tata Safari,12096
5325049,2011,911877,NEWDELHI,NCR,214968,2200,Tata Safari,24377
5408915,2008,618949,NEWDELHI,NCR,39045,2200,Tata Safari,17763
4702513,2010,802842,NEWDELHI,NCR,115829,2200,Tata Safari,21927
5368743,2010,789027,NEWDELHI,NCR,266621,2200,Tata Safari,20444
4941626,2010,814362,NEWDELHI,NCR,103891,2200,Tata Safari,21520
4126587,2009,675030,NEWDELHI,NCR,60818,2200,Tata Safari,19825
4928914,2011,955081,NEWDELHI,NCR,190679,2200,Tata Safari,24659
4373140,2011,823341,NEWDELHI,NCR,44813,2200,Tata Safari,23691
4260843,2010,739475,NEWDELHI,NCR,138629,2200,Tata Safari,19788
4778261,2009,669612,NEWDELHI,NCR,29080,2200,Tata Safari,19192
3321678,2011,811674,NEWDELHI,NCR,79861,2200,Tata Safari,23660
5499635,2010,678849,NEWDELHI,NCR,98363,2200,Tata Safari,18031
5035430,2008,496525,NEWDELHI,NCR,148402,2200,Tata Safari,13515
3518963,2011,884140,NEWDELHI,NCR,126856,2200,Tata Safari,24622
5007599,2007,529323,NEWDELHI,NCR,166654,2200,Tata Safari,14223
4152643,2007,497294,NEWDELHI,NCR,30174,2200,Tata Safari,14784
4609195,2006,405802,NEWDELHI,NCR,60995,2200,Tata Safari,10999
4272449,2011,972956,NEWDELHI,NCR,195884,2200,Tata Safari,27260
4885319,2005,400074,NEWDELHI,NCR,124192,2200,Tata Safari,10307
3429750,2006,382004,NEWDELHI,NCR,82673,2200,Tata Safari,10226
3422420,2007,488271,NEWDELHI,NCR,53988,2200,Tata Safari,13647
3615667,2008,612903,NEWDELHI,NCR,108932,2200,Tata Safari,17493
5345623,2011,770620,NEWDELHI,NCR,42010,2200,Tata Safari,20900
3814313,2010,821155,NEWDELHI,NCR,262065,2200,Tata Safari,23605
4915724,2011,925460,NEWDELHI,NCR,197377,2200,Tata Safari,25744
3850823,2010,751456,NEWDELHI,NCR,153431,2200,Tata Safari,21034
3931307,2011,964488,NEWDELHI,NCR,101961,2200,Tata Safari,25796
3657778,2010,827644,NEWDELHI,NCR,47452,2200,Tata Safari,23472
4811287,2011,833749,NEWDELHI,NCR,57725,2200,Tata Safari,21719
3265515,2006,454413,NEWDELHI,NCR,29202,2200,Tata Safari,12412
5077373,2005,374227,NEWDELHI,NCR,89782,2200,Tata Safari,10250
4686960,2009,643301,NEWDELHI,NCR,41196,2200,Tata Safari,19010
3496602,2007,415586,NEWDELHI,NCR,22884,2200,Tata Safari,12320
4858566,2011,898706,NEWDELHI,NCR,19256,2200,Tata Safari,25395
4251982,2008,586777,NEWDELHI,NCR,128695,2200,Tata Safari,16112
4648751,2009,693212,NEWDELHI,NCR,134346,2200,Tata Safari,18385
4907363,2009,608908,NEWDELHI,NCR,236346,2200,Tata Safari,16551
4541608,2007,496992,NEWDELHI,NCR,99997,2200,Tata Safari,14137
5498559,2007,512689,NEWDELHI,NCR,104970,2200,Tata Safari,14397
4449992,2006,410773,NEWDELHI,NCR,73981,2200,Tata Safari,11245
3682301,2009,719730,NEWDELHI,NCR,119253,2200,Tata Safari,21397
3730962,2007,481931,NEWDELHI,NCR,31223,2200,Tata Safari,14181
4836011,2011,770268,NEWDELHI,NCR,167964,2200,Tata Safari,20404
4767150,2006,458185,NEWDELHI,NCR,45225,2200,Tata Safari,12569
5472262,2005,384830,NEWDELHI,NCR,116404,2200,Tata Safari,10198
3924055,2011,957123,NEWDELHI,NCR,185802,2200,Tata Safari,27388
5357939,2009,715913,NEWDELHI,NCR,165928,2200,Tata Safari,19898
3465931,2007,515580,NEWDELHI,NCR,21834,2200,Tata Safari,13319
3938730,2011,884380,NEWDELHI,NCR,155149,2200,Tata Safari,23272
3526212,2010,784084,NEWDELHI,NCR,307684,2200,Tata Safari,20221
3578293,2005,414428,NEWDELHI,NCR,46096,2200,Tata Safari,11327
4516423,2005,359563,NEWDELHI,NCR,103528,2200,Tata Safari,9379
5091498,2009,627375,NEWDELHI,NCR,272751,2200,Tata Safari,17651
4598299,2009,686057,NEWDELHI,NCR,148723,2200,Tata Safari,19251
4241060,2008,535828,NEWDELHI,NCR,15794,2200,Tata Safari,16034
4435911,2007,451396,NEWDELHI,NCR,76419,2200,Tata Safari,12319
4389321,2007,485687,NEWDELHI,NCR,150721,2200,Tata Safari,13391
5507086,2011,947962,NEWDELHI,NCR,179529,2200,Tata Safari,26317
5173475,2007,451719,NEWDELHI,NCR,13505,2200,Tata Safari,13233
3530988,2011,822069,NEWDELHI,NCR,26596,2200,Tata Safari,24272
5530134,2007,428193,NEWDELHI,NCR,68310,2200,Tata Safari,11297
4133659,2008,604682,NEWDELHI,NCR,66013,2200,Tata Safari,18089
4958196,2011,908855,NEWDELHI,NCR,184198,2200,Tata Safari,26752
3657942,2010,826376,NEWDELHI,NCR,190472,2200,Tata Safari,23087
5537117,2006,344590,NEWDELHI,NCR,6310,2200,Tata Safari,9619
5452098,2011,862541,NEWDELHI,NCR,65975,2200,Tata Safari,23803
3268303,2009,736814,NEWDELHI,NCR,50682,2200,Tata Safari,20700
4810503,2010,703502,NEWDELHI,NCR,43026,2200,Tata Safari,18520
3296611,2008,563094,NEWDELHI,NCR,197888,2200,Tata Safari,15049
3806326,2008,527409,NEWDELHI,NCR,73453,2200,Tata Safari,14915
4886085,2008,535237,NEWDELHI,NCR,102943,2200,Tata Safari,14933
4781477,2011,920884,NEWDELHI,NCR,283964,2200,Tata Safari,24887
5354640,2011,830767,NEWDELHI,NCR,226935,2200,Tata Safari,22281
4092143,2006,396145,NEWDELHI,NCR,107558,2200,Tata Safari,11665
4799950,2007,528942,NEWDELHI,NCR,163242,2200,Tata Safari,15619
3368266,2010,699876,NEWDELHI,NCR,71277,2200,Tata Safari,19921
4095351,2010,729000,NEWDELHI,NCR,105449,2200,Tata Safari,19608
5332234,2011,851138,NEWDELHI,NCR,143437,2200,Tata Safari,23779
5373628,2011,741822,NEWDELHI,NCR,89139,2200,Tata Safari,21279
5258265,2008,542637,NEWDELHI,NCR,127831,2200,Tata Safari,16121
4271630,2008,610980,NEWDELHI,NCR,169202,2200,Tata Safari,16385
3834707,2009,716206,NEWDELHI,NCR,107279,2200,Tata Safari,21219
4559554,2011,871097,NEWDELHI,NCR,172164,2200,Tata Safari,25095
5369644,2010,787241,NEWDELHI,NCR,85104,2200,Tata Safari,22634
4173165,2011,914681,NEWDELHI,NCR,48986,2200,Tata Safari,26465
3514532,2007,433257,NEWDELHI,NCR,94136,2200,Tata Safari,11491
4089540,2010,787312,NEWDELHI,NCR,51403,2200,Tata Safari,21405
5222454,2009,617615,NOIDA,NCR,286165,2200,Tata Safari,17096
4220789,2008,601050,NOIDA,NCR,34565,2200,Tata Safari,15412
4118328,2008,616308,NOIDA,NCR,161849,2200,Tata Safari,18337
4462374,2006,432536,NOIDA,NCR,74291,2200,Tata Safari,12769
3693330,2008,585013,NOIDA,NCR,117199,2200,Tata Safari,16049
4930932,2009,710221,NOIDA,NCR,191528,2200,Tata Safari,20132
5287741,2010,719615,NOIDA,NCR,121382,2200,Tata Safari,19648
5037485,2009,665251,NOIDA,NCR,86577,2200,Tata Safari,19701
5130272,2009,674968,NOIDA,NCR,304934,2200,Tata Safari,17776
4619241,2010,731694,NOIDA,NCR,224370,2200,Tata Safari,20855
4738563,2007,482604,NOIDA,NCR,181396,2200,Tata Safari,13391
5533368,2010,841036,NOIDA,NCR,144818,2200,Tata Safari,22884
5161731,2011,847451,NOIDA,NCR,56681,2200,Tata Safari,23771
5122715,2009,590850,NOIDA,NCR,14702,2200,Tata Safari,16900
3391907,2008,558923,NOIDA,NCR,116792,2200,Tata Safari,16637
5255837,2010,833792,NOIDA,NCR,26974,2200,Tata Safari,24174
5240664,2010,768309,NOIDA,NCR,51810,2200,Tata Safari,20032
5338784,2008,517841,NOIDA,NCR,30416,2200,Tata Safari,13551
5314145,2007,424259,NOIDA,NCR,112609,2200,Tata Safari,11809
4231655,2010,718924,NOIDA,NCR,79863,2200,Tata Safari,19224
3760940,2007,507734,NOIDA,NCR,45528,2200,Tata Safari,13753
4634034,2008,621884,NOIDA,NCR,56895,2200,Tata Safari,17129
5078380,2009,589111,NOIDA,NCR,156734,2200,Tata Safari,16373
4654037,2008,550146,NOIDA,NCR,75411,2200,Tata Safari,15367
3827825,2011,828318,NOIDA,NCR,142155,2200,Tata Safari,24251
3584719,2010,681766,NOIDA,NCR,94633,2200,Tata Safari,18068
4064247,2010,805863,NOIDA,NCR,40198,2200,Tata Safari,21195
3540336,2010,841197,NOIDA,NCR,56778,2200,Tata Safari,24226
3310138,2009,762455,NOIDA,NCR,129606,2200,Tata Safari,21767
4161498,2008,519577,NOIDA,NCR,35472,2200,Tata Safari,13308
4312535,2008,541325,NOIDA,NCR,88074,2200,Tata Safari,16219
3523226,2008,562447,NOIDA,NCR,14442,2200,Tata Safari,15590
3467457,2010,715377,NOIDA,NCR,134819,2200,Tata Safari,19388
3544048,2009,618686,NOIDA,NCR,86793,2200,Tata Safari,17964
5413449,2007,520789,NOIDA,NCR,141608,2200,Tata Safari,13995
3503988,2008,564507,NOIDA,NCR,56630,2200,Tata Safari,15386
3545824,2010,789354,NOIDA,NCR,73952,2200,Tata Safari,20316
3750064,2010,782713,NOIDA,NCR,197572,2200,Tata Safari,21635
4283187,2007,469346,NOIDA,NCR,15786,2200,Tata Safari,13654
5432868,2010,671405,VARANASI,UTTAR PRADESH,49443,2200,Tata Safari,19345
5045222,2011,883647,VARANASI,UTTAR PRADESH,173553,2200,Tata Safari,22973
5222225,2009,606166,VARANASI,UTTAR PRADESH,173345,2200,Tata Safari,16712
3780993,2010,805670,VARANASI,UTTAR PRADESH,115897,2200,Tata Safari,21117
4324274,2011,805502,VARANASI,UTTAR PRADESH,94405,2200,Tata Safari,21454
4343063,2010,720311,VARANASI,UTTAR PRADESH,35378,2200,Tata Safari,21291
3313816,2011,851973,VARANASI,UTTAR PRADESH,43573,2200,Tata Safari,23235
3523219,2011,905049,VARANASI,UTTAR PRADESH,70472,2200,Tata Safari,26836
3630626,2008,628056,VARANASI,UTTAR PRADESH,105735,2200,Tata Safari,16173
5498910,2010,704217,VARANASI,UTTAR PRADESH,101355,2200,Tata Safari,19266
3695836,2007,484998,VARANASI,UTTAR PRADESH,59202,2200,Tata Safari,12587
3505798,2008,498674,VARANASI,UTTAR PRADESH,53273,2200,Tata Safari,14225
5505728,2011,876446,VARANASI,UTTAR PRADESH,53179,2200,Tata Safari,22674
4943364,2010,691625,VARANASI,UTTAR PRADESH,84034,2200,Tata Safari,20350
4040811,2010,698940,VARANASI,UTTAR PRADESH,114488,2200,Tata Safari,18084
3945762,2007,503144,VARANASI,UTTAR PRADESH,33238,2200,Tata Safari,13624
3536739,2009,703706,VARANASI,UTTAR PRADESH,81832,2200,Tata Safari,20151
